case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay,interference_in_node,out_of_range_in_ge,in_range_in_ge,max_sf,time_out,drop_p_async,fairness,power_consumption
LoraWAN 1 gateways,0.9,216,0,160,200000,43,3329,9.2,1155,0,3113,216,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1238,22,160,200000,43,3329,40.8889,1155,0,3329,1260,7,-1260,0,0,-nan
LoraWAN 3 gateways,0.9,1745,34,160,200000,43,3329,40.25,1155,0,3329,1779,7,-1779,0,0,-nan
Multihop 1 gateways,1,2738,286,160,200000,43,4134,194.889,1155,283,0,3025,7,25,802,0.973617,1.44688
LoraWAN 1 gateways,1,210,2,160,200000,43,3513,9.2,1155,0,3301,212,7,0,0,0,-nan
LoraWAN 2 gateways,1,1271,33,160,200000,43,3513,40.8889,1155,0,3513,1304,7,-1304,0,0,-nan
LoraWAN 3 gateways,1,1856,33,160,200000,43,3513,40.25,1155,0,3513,1889,7,-1889,0,0,-nan
Multihop 1 gateways,0.1,565,10,160,200000,43,608,194.889,1155,17,0,575,7,2,14,0.997348,0.229926
LoraWAN 1 gateways,0.1,37,0,160,200000,43,608,9.2,1155,0,571,37,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,211,0,160,200000,43,608,40.8889,1155,0,608,211,7,-211,0,0,-nan
LoraWAN 3 gateways,0.1,355,0,160,200000,43,608,40.25,1155,0,608,355,7,-355,0,0,-nan
Multihop 1 gateways,0.2,1013,52,160,200000,43,1166,194.889,1155,28,0,1065,7,0,73,0.986669,0.42346
LoraWAN 1 gateways,0.2,92,0,160,200000,43,1152,9.2,1155,0,1060,92,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,432,2,160,200000,43,1152,40.8889,1155,0,1152,434,7,-434,0,0,-nan
LoraWAN 3 gateways,0.2,676,5,160,200000,43,1152,40.25,1155,0,1152,681,7,-681,0,0,-nan
Multihop 1 gateways,0.3,1374,92,160,200000,43,1670,194.889,1155,51,0,1466,7,2,151,0.99351,0.624742
LoraWAN 1 gateways,0.3,121,3,160,200000,43,1621,9.2,1155,0,1497,124,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,562,3,160,200000,43,1621,40.8889,1155,0,1621,565,7,-565,0,0,-nan
LoraWAN 3 gateways,0.3,923,22,160,200000,43,1621,40.25,1155,0,1621,945,7,-945,0,0,-nan
Multihop 1 gateways,0.4,1740,86,160,200000,43,2119,194.889,1155,77,0,1826,7,8,208,0.991045,0.749149
LoraWAN 1 gateways,0.4,175,0,160,200000,43,2024,9.2,1155,0,1849,175,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,729,10,160,200000,43,2024,40.8889,1155,0,2024,739,7,-739,0,0,-nan
LoraWAN 3 gateways,0.4,1171,14,160,200000,43,2024,40.25,1155,0,2024,1185,7,-1185,0,0,-nan
Multihop 1 gateways,0.5,1914,167,160,200000,43,2508,194.889,1155,143,0,2081,7,11,273,0.993892,0.878875
LoraWAN 1 gateways,0.5,194,0,160,200000,43,2366,9.2,1155,0,2172,194,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,855,16,160,200000,43,2366,40.8889,1155,0,2366,871,7,-871,0,0,-nan
LoraWAN 3 gateways,0.5,1368,31,160,200000,43,2366,40.25,1155,0,2366,1399,7,-1399,0,0,-nan
Multihop 1 gateways,0.6,2242,120,160,200000,43,2904,194.889,1155,171,0,2363,7,7,364,0.978076,1.00114
LoraWAN 1 gateways,0.6,217,4,160,200000,43,2655,9.2,1155,0,2434,221,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,970,18,160,200000,43,2655,40.8889,1155,0,2655,988,7,-988,0,0,-nan
LoraWAN 3 gateways,0.6,1537,30,160,200000,43,2655,40.25,1155,0,2655,1567,7,-1567,0,0,-nan
Multihop 1 gateways,0.7,2321,230,160,200000,43,3199,194.889,1155,186,0,2552,7,6,456,0.983022,1.08606
LoraWAN 1 gateways,0.7,236,2,160,200000,43,2886,9.2,1155,0,2648,238,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1006,26,160,200000,43,2886,40.8889,1155,0,2886,1032,7,-1032,0,0,-nan
LoraWAN 3 gateways,0.7,1644,30,160,200000,43,2886,40.25,1155,0,2886,1674,7,-1674,0,0,-nan
Multihop 1 gateways,0.8,2304,455,160,200000,43,3520,194.889,1155,216,0,2761,7,2,543,0.978736,1.19365
LoraWAN 1 gateways,0.8,258,0,160,200000,43,3121,9.2,1155,0,2863,258,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1111,26,160,200000,43,3121,40.8889,1155,0,3121,1137,7,-1137,0,0,-nan
LoraWAN 3 gateways,0.8,1795,31,160,200000,43,3121,40.25,1155,0,3121,1826,7,-1826,0,0,-nan
Multihop 1 gateways,0.9,2606,338,160,200000,43,3837,194.889,1155,266,0,2945,7,15,612,0.973048,1.28923
LoraWAN 1 gateways,0.9,272,0,160,200000,43,3329,9.2,1155,0,3057,272,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1181,14,160,200000,43,3329,40.8889,1155,0,3329,1195,7,-1195,0,0,-nan
LoraWAN 3 gateways,0.9,1891,40,160,200000,43,3329,40.25,1155,0,3329,1931,7,-1931,0,0,-nan
Multihop 1 gateways,1,2880,198,160,200000,43,4086,194.889,1155,282,0,3078,7,11,715,0.968312,1.35696
LoraWAN 1 gateways,1,273,4,160,200000,43,3513,9.2,1155,0,3236,277,7,0,0,0,-nan
LoraWAN 2 gateways,1,1208,26,160,200000,43,3513,40.8889,1155,0,3513,1235,7,-1234,0,0,-nan
LoraWAN 3 gateways,1,1953,61,160,200000,43,3513,40.25,1155,0,3513,2015,7,-2014,0,0,-nan
Multihop 1 gateways,0.1,553,24,160,200000,43,608,194.889,1155,6,0,577,7,0,25,0.992919,0.227859
LoraWAN 1 gateways,0.1,33,0,160,200000,43,608,9.2,1155,0,575,33,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,227,0,160,200000,43,608,40.8889,1155,0,608,227,7,-227,0,0,-nan
LoraWAN 3 gateways,0.1,394,0,160,200000,43,608,40.8889,1155,0,608,394,7,-394,0,0,-nan
Multihop 1 gateways,0.2,1045,32,160,200000,43,1169,194.889,1155,13,0,1077,7,6,73,0.997301,0.433718
LoraWAN 1 gateways,0.2,84,2,160,200000,43,1152,9.2,1155,0,1066,86,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,423,4,160,200000,43,1152,40.8889,1155,0,1152,427,7,-427,0,0,-nan
LoraWAN 3 gateways,0.2,757,8,160,200000,43,1152,40.8889,1155,0,1152,765,7,-765,0,0,-nan
Multihop 1 gateways,0.3,1379,71,160,200000,43,1669,194.889,1155,60,0,1451,7,6,153,0.993013,0.634305
LoraWAN 1 gateways,0.3,114,2,160,200000,43,1621,9.2,1155,0,1505,116,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,587,10,160,200000,43,1621,40.8889,1155,0,1621,597,7,-597,0,0,-nan
LoraWAN 3 gateways,0.3,1078,5,160,200000,43,1621,40.8889,1155,0,1621,1084,7,-1083,0,0,-nan
Multihop 1 gateways,0.4,1666,177,160,200000,43,2129,194.889,1155,68,0,1845,7,10,208,0.990922,0.773075
LoraWAN 1 gateways,0.4,167,0,160,200000,43,2024,9.2,1155,0,1857,167,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,753,11,160,200000,43,2024,40.8889,1155,0,2024,764,7,-764,0,0,-nan
LoraWAN 3 gateways,0.4,1351,23,160,200000,43,2024,40.8889,1155,0,2024,1374,7,-1374,0,0,-nan
Multihop 1 gateways,0.5,1776,326,160,200000,43,2514,194.889,1155,96,0,2103,7,13,303,0.980498,0.908475
LoraWAN 1 gateways,0.5,170,2,160,200000,43,2366,9.2,1155,0,2194,172,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,881,7,160,200000,43,2366,40.8889,1155,0,2366,888,7,-888,0,0,-nan
LoraWAN 3 gateways,0.5,1540,41,160,200000,43,2366,40.8889,1155,0,2366,1581,7,-1581,0,0,-nan
Multihop 1 gateways,0.6,2129,229,160,200000,43,2911,194.889,1155,124,0,2358,7,17,412,0.991258,1.04116
LoraWAN 1 gateways,0.6,203,0,160,200000,43,2655,9.2,1155,0,2452,203,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,969,17,160,200000,43,2655,40.8889,1155,0,2655,986,7,-986,0,0,-nan
LoraWAN 3 gateways,0.6,1764,40,160,200000,43,2655,40.8889,1155,0,2655,1804,7,-1804,0,0,-nan
Multihop 1 gateways,0.7,2191,350,160,200000,43,3225,194.889,1155,173,0,2543,7,20,491,0.976617,1.12994
LoraWAN 1 gateways,0.7,206,0,160,200000,43,2886,9.2,1155,0,2680,206,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1039,30,160,200000,43,2886,40.8889,1155,0,2886,1069,7,-1069,0,0,-nan
LoraWAN 3 gateways,0.7,1915,30,160,200000,43,2886,40.8889,1155,0,2886,1945,7,-1945,0,0,-nan
Multihop 1 gateways,0.8,2311,478,160,200000,43,3548,194.889,1155,172,0,2789,7,20,567,0.977226,1.22728
LoraWAN 1 gateways,0.8,238,0,160,200000,43,3121,9.2,1155,0,2883,238,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1141,29,160,200000,43,3121,40.8889,1155,0,3121,1170,7,-1170,0,0,-nan
LoraWAN 3 gateways,0.8,2083,35,160,200000,43,3121,40.8889,1155,0,3121,2118,7,-2118,0,0,-nan
Multihop 1 gateways,0.9,2586,348,160,200000,43,3862,194.889,1155,232,0,2934,7,25,671,0.981355,1.33012
LoraWAN 1 gateways,0.9,253,2,160,200000,43,3329,9.2,1155,0,3074,255,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1225,29,160,200000,43,3329,40.8889,1155,0,3329,1254,7,-1254,0,0,-nan
LoraWAN 3 gateways,0.9,2181,58,160,200000,43,3329,40.8889,1155,0,3329,2239,7,-2239,0,0,-nan
Multihop 1 gateways,1,2598,543,160,200000,43,4130,194.889,1155,252,0,3141,7,19,718,0.952892,1.3858
LoraWAN 1 gateways,1,251,0,160,200000,43,3513,9.2,1155,0,3262,251,7,0,0,0,-nan
LoraWAN 2 gateways,1,1307,21,160,200000,43,3513,40.8889,1155,0,3513,1328,7,-1328,0,0,-nan
LoraWAN 3 gateways,1,2293,57,160,200000,43,3513,40.8889,1155,0,3513,2351,7,-2350,0,0,-nan
Multihop 1 gateways,0.1,562,14,160,200000,43,608,218.6,1155,9,0,576,7,0,23,0.997945,0.251091
LoraWAN 1 gateways,0.1,30,0,160,200000,43,608,9.2,1155,0,578,30,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,231,0,160,200000,43,608,41.4,1155,0,608,231,7,-231,0,0,-nan
LoraWAN 3 gateways,0.1,342,2,160,200000,43,608,40.8889,1155,0,608,344,7,-344,0,0,-nan
Multihop 1 gateways,0.2,998,63,160,200000,43,1166,218.6,1155,21,0,1061,7,4,80,0.994456,0.460422
LoraWAN 1 gateways,0.2,70,2,160,200000,43,1152,9.2,1155,0,1080,72,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,430,0,160,200000,43,1152,41.4,1155,0,1152,430,7,-430,0,0,-nan
LoraWAN 3 gateways,0.2,677,1,160,200000,43,1152,40.8889,1155,0,1152,678,7,-678,0,0,-nan
Multihop 1 gateways,0.3,1382,62,160,200000,43,1671,218.6,1155,46,0,1444,7,1,180,0.989038,0.640194
LoraWAN 1 gateways,0.3,96,0,160,200000,43,1621,9.2,1155,0,1525,96,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,585,12,160,200000,43,1621,41.4,1155,0,1621,597,7,-597,0,0,-nan
LoraWAN 3 gateways,0.3,935,4,160,200000,43,1621,40.8889,1155,0,1621,939,7,-939,0,0,-nan
Multihop 1 gateways,0.4,1661,128,160,200000,43,2133,218.6,1155,79,0,1789,7,14,251,0.97165,0.798499
LoraWAN 1 gateways,0.4,140,0,160,200000,43,2024,9.2,1155,0,1884,140,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,741,7,160,200000,43,2024,41.4,1155,0,2024,748,7,-748,0,0,-nan
LoraWAN 3 gateways,0.4,1139,22,160,200000,43,2024,40.8889,1155,0,2024,1161,7,-1161,0,0,-nan
Multihop 1 gateways,0.5,1860,175,160,200000,43,2519,218.6,1155,120,0,2035,7,11,353,0.988604,0.93371
LoraWAN 1 gateways,0.5,139,0,160,200000,43,2366,9.2,1155,0,2227,139,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,892,20,160,200000,43,2366,41.4,1155,0,2366,912,7,-912,0,0,-nan
LoraWAN 3 gateways,0.5,1368,25,160,200000,43,2366,40.8889,1155,0,2366,1393,7,-1393,0,0,-nan
Multihop 1 gateways,0.6,2105,193,160,200000,43,2907,218.6,1155,171,0,2298,7,3,435,0.976592,1.08086
LoraWAN 1 gateways,0.6,169,2,160,200000,43,2655,9.2,1155,0,2484,171,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,993,11,160,200000,43,2655,41.4,1155,0,2655,1004,7,-1004,0,0,-nan
LoraWAN 3 gateways,0.6,1531,14,160,200000,43,2655,40.8889,1155,0,2655,1545,7,-1545,0,0,-nan
Multihop 1 gateways,0.7,2194,333,160,200000,43,3231,218.6,1155,164,0,2528,7,22,518,0.979021,1.17088
LoraWAN 1 gateways,0.7,177,2,160,200000,43,2886,9.2,1155,0,2707,179,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1085,21,160,200000,43,2886,41.4,1155,0,2886,1106,7,-1106,0,0,-nan
LoraWAN 3 gateways,0.7,1673,20,160,200000,43,2886,40.8889,1155,0,2886,1693,7,-1693,0,0,-nan
Multihop 1 gateways,0.8,2260,463,160,200000,43,3558,218.6,1155,185,0,2724,7,25,625,0.960197,1.26437
LoraWAN 1 gateways,0.8,193,6,160,200000,43,3121,9.2,1155,0,2922,199,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1151,27,160,200000,43,3121,41.4,1155,0,3121,1178,7,-1178,0,0,-nan
LoraWAN 3 gateways,0.8,1778,36,160,200000,43,3121,40.8889,1155,0,3121,1814,7,-1814,0,0,-nan
Multihop 1 gateways,0.9,2523,395,160,200000,43,3873,218.6,1155,228,0,2918,7,19,708,0.957066,1.38376
LoraWAN 1 gateways,0.9,216,0,160,200000,43,3329,9.2,1155,0,3113,216,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1253,28,160,200000,43,3329,41.4,1155,0,3329,1281,7,-1281,0,0,-nan
LoraWAN 3 gateways,0.9,1902,33,160,200000,43,3329,40.8889,1155,0,3329,1935,7,-1935,0,0,-nan
Multihop 1 gateways,1,2792,209,160,200000,43,4131,218.6,1155,314,0,3002,7,20,796,0.964499,1.45553
LoraWAN 1 gateways,1,212,0,160,200000,43,3513,9.2,1155,0,3301,212,7,0,0,0,-nan
LoraWAN 2 gateways,1,1296,22,160,200000,43,3513,41.4,1155,0,3513,1318,7,-1318,0,0,-nan
LoraWAN 3 gateways,1,1967,51,160,200000,43,3513,40.8889,1155,0,3513,2019,7,-2018,0,0,-nan
Multihop 1 gateways,0.1,572,10,160,200000,43,608,194.889,1155,5,0,582,7,2,19,0.999552,0.237982
LoraWAN 1 gateways,0.1,33,0,160,200000,43,608,9.2,1155,0,575,33,7,0,0,0,-nan
LoraWAN 2 gateways,0.1,220,3,160,200000,43,608,40.8889,1155,0,608,223,7,-223,0,0,-nan
LoraWAN 3 gateways,0.1,344,1,160,200000,43,608,40.8889,1155,0,608,345,7,-345,0,0,-nan
Multihop 1 gateways,0.2,992,75,160,200000,43,1166,194.889,1155,23,0,1067,7,5,71,0.995697,0.450196
LoraWAN 1 gateways,0.2,78,0,160,200000,43,1152,9.2,1155,0,1074,78,7,0,0,0,-nan
LoraWAN 2 gateways,0.2,443,4,160,200000,43,1152,40.8889,1155,0,1152,447,7,-447,0,0,-nan
LoraWAN 3 gateways,0.2,672,3,160,200000,43,1152,40.8889,1155,0,1152,675,7,-675,0,0,-nan
Multihop 1 gateways,0.3,1380,83,160,200000,43,1668,194.889,1155,61,0,1464,7,4,140,0.996667,0.640077
LoraWAN 1 gateways,0.3,105,2,160,200000,43,1621,9.2,1155,0,1514,107,7,0,0,0,-nan
LoraWAN 2 gateways,0.3,601,6,160,200000,43,1621,40.8889,1155,0,1621,607,7,-607,0,0,-nan
LoraWAN 3 gateways,0.3,936,7,160,200000,43,1621,40.8889,1155,0,1621,943,7,-943,0,0,-nan
Multihop 1 gateways,0.4,1746,72,160,200000,43,2135,194.889,1155,85,0,1819,7,9,223,0.991889,0.787769
LoraWAN 1 gateways,0.4,150,4,160,200000,43,2024,9.2,1155,0,1870,154,7,0,0,0,-nan
LoraWAN 2 gateways,0.4,740,10,160,200000,43,2024,40.8889,1155,0,2024,750,7,-750,0,0,-nan
LoraWAN 3 gateways,0.4,1144,21,160,200000,43,2024,40.8889,1155,0,2024,1165,7,-1165,0,0,-nan
Multihop 1 gateways,0.5,1954,130,160,200000,43,2518,194.889,1155,109,0,2084,7,29,296,0.99102,0.916673
LoraWAN 1 gateways,0.5,153,0,160,200000,43,2366,9.2,1155,0,2213,153,7,0,0,0,-nan
LoraWAN 2 gateways,0.5,855,16,160,200000,43,2366,40.8889,1155,0,2366,871,7,-871,0,0,-nan
LoraWAN 3 gateways,0.5,1341,17,160,200000,43,2366,40.8889,1155,0,2366,1358,7,-1358,0,0,-nan
Multihop 1 gateways,0.6,2103,246,160,200000,43,2908,194.889,1155,139,0,2349,7,22,398,0.988,1.047
LoraWAN 1 gateways,0.6,186,2,160,200000,43,2655,9.2,1155,0,2467,188,7,0,0,0,-nan
LoraWAN 2 gateways,0.6,993,27,160,200000,43,2655,40.8889,1155,0,2655,1020,7,-1020,0,0,-nan
LoraWAN 3 gateways,0.6,1522,27,160,200000,43,2655,40.8889,1155,0,2655,1549,7,-1549,0,0,-nan
Multihop 1 gateways,0.7,2029,560,160,200000,43,3238,194.889,1155,147,0,2589,7,26,476,0.980209,1.15779
LoraWAN 1 gateways,0.7,189,2,160,200000,43,2886,9.2,1155,0,2695,191,7,0,0,0,-nan
LoraWAN 2 gateways,0.7,1117,12,160,200000,43,2886,40.8889,1155,0,2886,1129,7,-1129,0,0,-nan
LoraWAN 3 gateways,0.7,1690,19,160,200000,43,2886,40.8889,1155,0,2886,1709,7,-1709,0,0,-nan
Multihop 1 gateways,0.8,2411,300,160,200000,43,3558,194.889,1155,217,0,2711,7,13,617,0.969928,1.25938
LoraWAN 1 gateways,0.8,218,2,160,200000,43,3121,9.2,1155,0,2901,220,7,0,0,0,-nan
LoraWAN 2 gateways,0.8,1157,20,160,200000,43,3121,40.8889,1155,0,3121,1177,7,-1177,0,0,-nan
LoraWAN 3 gateways,0.8,1759,37,160,200000,43,3121,40.8889,1155,0,3121,1796,7,-1796,0,0,-nan
Multihop 1 gateways,0.9,2634,262,160,200000,43,3865,194.889,1155,250,0,2896,7,25,694,0.975078,1.32992
LoraWAN 1 gateways,0.9,235,0,160,200000,43,3329,9.2,1155,0,3094,235,7,0,0,0,-nan
LoraWAN 2 gateways,0.9,1238,13,160,200000,43,3329,40.8889,1155,0,3329,1251,7,-1251,0,0,-nan
LoraWAN 3 gateways,0.9,1891,35,160,200000,43,3329,40.8889,1155,0,3329,1926,7,-1926,0,0,-nan
Multihop 1 gateways,1,2982,194,160,200000,43,4162,194.889,1155,215,0,3176,7,43,728,0.977664,1.44409
LoraWAN 1 gateways,1,232,0,160,200000,43,3513,9.2,1155,0,3281,232,7,0,0,0,-nan
LoraWAN 2 gateways,1,1315,34,160,200000,43,3513,40.8889,1155,0,3513,1350,7,-1349,0,0,-nan
LoraWAN 3 gateways,1,2010,40,160,200000,43,3513,40.8889,1155,0,3513,2051,7,-2050,0,0,-nan
