case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay
LoraWAN 1 gateways,0.2,1012,13391,200,2000000,431.63,14403,47564,492.428
LoraWAN 2 gateways,0.2,11341,14403,200,2000000,431.63,14403,533027,492.428
LoraWAN 3 gateways,0.2,13390,14403,200,2000000,431.63,14403,629330,492.428
Multihop 1 gateways,0.3,2414,7768,200,2000000,47.9589,10182,459472,492.428
LoraWAN 1 gateways,0.3,1739,18240,200,2000000,431.63,19979,81733,492.428
LoraWAN 2 gateways,0.3,13189,19979,200,2000000,431.63,19979,619883,492.428
LoraWAN 3 gateways,0.3,13573,19979,200,2000000,431.63,19979,637931,492.428
Multihop 1 gateways,0.4,4210,13640,200,2000000,71.9383,17850,783114,492.428
LoraWAN 1 gateways,0.4,2107,22674,200,2000000,431.63,24781,99029,492.428
LoraWAN 2 gateways,0.4,11628,24781,200,2000000,431.63,24781,546516,492.428
LoraWAN 3 gateways,0.4,16632,24781,200,2000000,431.63,24781,781704,492.428
Multihop 1 gateways,0.5,4708,10943,200,2000000,61.6614,15651,693720,492.428
LoraWAN 1 gateways,0.5,2782,26168,200,2000000,431.63,28950,130754,492.428
LoraWAN 2 gateways,0.5,11614,28950,200,2000000,431.63,28950,545858,492.428
LoraWAN 3 gateways,0.5,24652,28950,200,2000000,431.63,28950,1158644,492.428
Multihop 1 gateways,0.6,7163,15771,200,2000000,86.326,22934,988363,492.428
LoraWAN 1 gateways,0.6,2359,30193,200,2000000,431.63,32552,110873,492.428
LoraWAN 2 gateways,0.6,9159,32552,200,2000000,431.63,32552,430473,492.428
LoraWAN 3 gateways,0.6,19486,32552,200,2000000,431.63,32552,915842,492.428
Multihop 1 gateways,0.7,6525,17877,200,2000000,71.9383,24403,1001852,492.428
LoraWAN 1 gateways,0.7,3480,32140,200,2000000,431.63,35620,163560,492.428
LoraWAN 2 gateways,0.7,20817,35620,200,2000000,431.63,35620,978399,492.428
LoraWAN 3 gateways,0.7,28261,35620,200,2000000,431.63,35620,1328267,492.428
Multihop 1 gateways,0.8,6327,16438,200,2000000,61.6614,22765,912458,492.428
LoraWAN 1 gateways,0.8,3150,35313,200,2000000,431.63,38465,148050,492.428
LoraWAN 2 gateways,0.8,15560,38463,200,2000000,431.63,38465,731320,492.428
LoraWAN 3 gateways,0.8,24054,38463,200,2000000,431.63,38465,1130538,492.428
Multihop 1 gateways,0.9,7677,25895,200,2000000,71.9383,33573,1360838,492.428
LoraWAN 1 gateways,0.9,4804,36151,200,2000000,431.63,40958,225788,492.428
LoraWAN 2 gateways,0.9,23553,40955,200,2000000,431.63,40958,1106991,492.428
LoraWAN 3 gateways,0.9,34776,40955,200,2000000,431.63,40958,1634472,492.428
Multihop 1 gateways,1,7403,21190,200,2000000,61.6614,28594,1115921,492.428
LoraWAN 1 gateways,1,3706,39455,200,2000000,431.63,43162,174182,492.428
LoraWAN 2 gateways,1,12910,43161,200,2000000,431.63,43162,606770,492.428
LoraWAN 3 gateways,1,29672,43161,200,2000000,431.63,43162,1394584,492.428
Multihop 1 gateways,0.1,1023,2786,200,2000000,61.6614,3809,160787,492.428
LoraWAN 1 gateways,0.1,595,7235,200,2000000,431.63,7830,27965,492.428
LoraWAN 2 gateways,0.1,4065,7830,200,2000000,431.63,7830,191055,492.428
LoraWAN 3 gateways,0.1,3773,7830,200,2000000,431.63,7830,177331,492.428
Multihop 1 gateways,0.2,2983,5484,200,2000000,86.326,8467,379149,492.428
LoraWAN 1 gateways,0.2,1459,12944,200,2000000,431.63,14403,68573,492.428
LoraWAN 2 gateways,0.2,10984,14403,200,2000000,431.63,14403,516248,492.428
LoraWAN 3 gateways,0.2,11198,14403,200,2000000,431.63,14403,526306,492.428
Multihop 1 gateways,0.3,2886,8576,200,2000000,71.9383,11462,414775,492.428
LoraWAN 1 gateways,0.3,2037,17942,200,2000000,431.63,19979,95739,492.428
LoraWAN 2 gateways,0.3,14362,19979,200,2000000,431.63,19979,675014,492.428
LoraWAN 3 gateways,0.3,15050,19979,200,2000000,431.63,19979,707350,492.428
Multihop 1 gateways,0.4,3984,9466,200,2000000,61.6614,13450,603762,492.428
LoraWAN 1 gateways,0.4,2249,22532,200,2000000,431.63,24781,105703,492.428
LoraWAN 2 gateways,0.4,15474,24781,200,2000000,431.63,24781,727278,492.428
LoraWAN 3 gateways,0.4,19725,24781,200,2000000,431.63,24781,927075,492.428
Multihop 1 gateways,0.5,6374,12936,200,2000000,86.326,19311,855118,492.428
LoraWAN 1 gateways,0.5,3024,25926,200,2000000,431.63,28950,142128,492.428
LoraWAN 2 gateways,0.5,15848,28950,200,2000000,431.63,28950,744856,492.428
LoraWAN 3 gateways,0.5,25448,28950,200,2000000,431.63,28950,1196056,492.428
Multihop 1 gateways,0.6,4100,17719,200,2000000,61.6614,21819,745890,492.428
LoraWAN 1 gateways,0.6,3086,29466,200,2000000,431.63,32552,145042,492.428
LoraWAN 2 gateways,0.6,19986,32552,200,2000000,431.63,32552,939342,492.428
LoraWAN 3 gateways,0.6,29066,32552,200,2000000,431.63,32552,1366102,492.428
Multihop 1 gateways,0.7,4732,15086,200,2000000,47.9589,19819,843650,492.428
LoraWAN 1 gateways,0.7,2381,33239,200,2000000,431.63,35620,111907,492.428
LoraWAN 2 gateways,0.7,19126,35620,200,2000000,431.63,35620,898922,492.428
LoraWAN 3 gateways,0.7,21397,35620,200,2000000,431.63,35620,1005659,492.428
Multihop 1 gateways,0.8,5924,20984,200,2000000,71.9383,26908,965239,492.428
LoraWAN 1 gateways,0.8,3322,35141,200,2000000,431.63,38465,156134,492.428
LoraWAN 2 gateways,0.8,14098,38463,200,2000000,431.63,38465,662606,492.428
LoraWAN 3 gateways,0.8,31002,38463,200,2000000,431.63,38465,1457094,492.428
Multihop 1 gateways,0.9,7042,18132,200,2000000,61.6614,25174,1037619,492.428
LoraWAN 1 gateways,0.9,3615,37340,200,2000000,431.63,40958,169905,492.428
LoraWAN 2 gateways,0.9,17869,40955,200,2000000,431.63,40958,839843,492.428
LoraWAN 3 gateways,0.9,38861,40955,200,2000000,431.63,40958,1826467,492.428
Multihop 1 gateways,1,8772,23534,200,2000000,71.9383,32306,1328267,492.428
LoraWAN 1 gateways,1,2906,40255,200,2000000,431.63,43162,136582,492.428
LoraWAN 2 gateways,1,20516,43161,200,2000000,431.63,43162,964252,492.428
LoraWAN 3 gateways,1,36206,43161,200,2000000,431.63,43162,1701682,492.428
Multihop 1 gateways,0.1,876,2484,200,2000000,53.9537,3360,134185,492.428
LoraWAN 1 gateways,0.1,640,7190,200,2000000,431.63,7830,30080,492.428
LoraWAN 2 gateways,0.1,3601,7830,200,2000000,431.63,7830,169247,492.428
LoraWAN 3 gateways,0.1,7328,7830,200,2000000,431.63,7830,344416,492.428
Multihop 1 gateways,0.2,2564,4866,200,2000000,71.9383,7431,338541,492.428
LoraWAN 1 gateways,0.2,1673,12730,200,2000000,431.63,14403,78631,492.428
LoraWAN 2 gateways,0.2,6005,14403,200,2000000,431.63,14403,282235,492.428
LoraWAN 3 gateways,0.2,11928,14403,200,2000000,431.63,14403,560616,492.428
Multihop 1 gateways,0.3,3610,8090,200,2000000,71.9383,11700,528186,492.428
LoraWAN 1 gateways,0.3,1362,18617,200,2000000,431.63,19979,64014,492.428
LoraWAN 2 gateways,0.3,14887,19979,200,2000000,431.63,19979,699689,492.428
LoraWAN 3 gateways,0.3,16413,19979,200,2000000,431.63,19979,771411,492.428
Multihop 1 gateways,0.4,4187,11427,200,2000000,71.9383,15614,652971,492.428
LoraWAN 1 gateways,0.4,2575,22206,200,2000000,431.63,24781,121025,492.428
LoraWAN 2 gateways,0.4,8096,24781,200,2000000,431.63,24781,380512,492.428
LoraWAN 3 gateways,0.4,20592,24781,200,2000000,431.63,24781,967824,492.428
Multihop 1 gateways,0.5,5263,13804,200,2000000,71.9383,19068,832276,492.428
LoraWAN 1 gateways,0.5,2678,26272,200,2000000,431.63,28950,125866,492.428
LoraWAN 2 gateways,0.5,16977,28950,200,2000000,431.63,28950,797919,492.428
LoraWAN 3 gateways,0.5,22871,28950,200,2000000,431.63,28950,1074937,492.428
Multihop 1 gateways,0.6,6480,19423,200,2000000,86.326,25904,1032214,492.428
LoraWAN 1 gateways,0.6,3566,28986,200,2000000,431.63,32552,167602,492.428
LoraWAN 2 gateways,0.6,14114,32552,200,2000000,431.63,32552,663358,492.428
LoraWAN 3 gateways,0.6,15334,32552,200,2000000,431.63,32552,720698,492.428
Multihop 1 gateways,0.7,5570,17189,200,2000000,61.6614,22759,919320,492.428
LoraWAN 1 gateways,0.7,3490,32130,200,2000000,431.63,35620,164030,492.428
LoraWAN 2 gateways,0.7,17586,35620,200,2000000,431.63,35620,826542,492.428
LoraWAN 3 gateways,0.7,30412,35620,200,2000000,431.63,35620,1429364,492.428
Multihop 1 gateways,0.8,6331,20956,200,2000000,61.6614,27287,1144497,492.428
LoraWAN 1 gateways,0.8,4523,33940,200,2000000,431.63,38465,212581,492.428
LoraWAN 2 gateways,0.8,7211,38463,200,2000000,431.63,38465,338917,492.428
LoraWAN 3 gateways,0.8,34716,38463,200,2000000,431.63,38465,1631652,492.428
Multihop 1 gateways,0.9,7294,20465,200,2000000,71.9383,27761,1055432,492.428
LoraWAN 1 gateways,0.9,4105,36850,200,2000000,431.63,40958,192935,492.428
LoraWAN 2 gateways,0.9,26909,40955,200,2000000,431.63,40958,1264723,492.428
LoraWAN 3 gateways,0.9,33620,40955,200,2000000,431.63,40958,1580140,492.428
Multihop 1 gateways,1,7546,26623,200,2000000,71.9383,34171,1275674,492.428
LoraWAN 1 gateways,1,3981,39180,200,2000000,431.63,43162,187107,492.428
LoraWAN 2 gateways,1,19332,43161,200,2000000,431.63,43162,908604,492.428
LoraWAN 3 gateways,1,17237,43161,200,2000000,431.63,43162,810139,492.428
Multihop 1 gateways,0.1,956,2908,200,2000000,53.9537,3864,174041,492.428
LoraWAN 1 gateways,0.1,873,6957,200,2000000,431.63,7830,41031,492.428
LoraWAN 2 gateways,0.1,1448,7830,200,2000000,431.63,7830,68056,492.428
LoraWAN 3 gateways,0.1,6502,7830,200,2000000,431.63,7830,305594,492.428
Multihop 1 gateways,0.2,2193,6176,200,2000000,71.9383,8369,336003,492.428
LoraWAN 1 gateways,0.2,1451,12952,200,2000000,431.63,14403,68197,492.428
LoraWAN 2 gateways,0.2,4346,14403,200,2000000,431.63,14403,204262,492.428
LoraWAN 3 gateways,0.2,9701,14403,200,2000000,431.63,14403,455947,492.428
Multihop 1 gateways,0.3,2288,7136,200,2000000,43.163,9425,433152,492.428
LoraWAN 1 gateways,0.3,2315,17664,200,2000000,431.63,19979,108805,492.428
LoraWAN 2 gateways,0.3,8437,19979,200,2000000,431.63,19979,396539,492.428
LoraWAN 3 gateways,0.3,19045,19979,200,2000000,431.63,19979,895115,492.428
Multihop 1 gateways,0.4,2655,7639,200,2000000,43.163,10294,422389,492.428
LoraWAN 1 gateways,0.4,2029,22752,200,2000000,431.63,24781,95363,492.428
LoraWAN 2 gateways,0.4,12314,24781,200,2000000,431.63,24781,578758,492.428
LoraWAN 3 gateways,0.4,18775,24781,200,2000000,431.63,24781,882425,492.428
Multihop 1 gateways,0.5,5252,12251,200,2000000,71.9383,17503,751013,492.428
LoraWAN 1 gateways,0.5,2144,26806,200,2000000,431.63,28950,100768,492.428
LoraWAN 2 gateways,0.5,17351,28950,200,2000000,431.63,28950,815497,492.428
LoraWAN 3 gateways,0.5,21758,28950,200,2000000,431.63,28950,1022626,492.428
Multihop 1 gateways,0.6,3823,13312,200,2000000,47.9589,17135,651185,492.428
LoraWAN 1 gateways,0.6,3332,29220,200,2000000,431.63,32552,156604,492.428
LoraWAN 2 gateways,0.6,14948,32552,200,2000000,431.63,32552,702556,492.428
LoraWAN 3 gateways,0.6,28813,32552,200,2000000,431.63,32552,1354211,492.428
Multihop 1 gateways,0.7,6673,19207,200,2000000,71.9383,25880,1075454,492.428
LoraWAN 1 gateways,0.7,3958,31662,200,2000000,431.63,35620,186026,492.428
LoraWAN 2 gateways,0.7,15287,35620,200,2000000,431.63,35620,718489,492.428
LoraWAN 3 gateways,0.7,23756,35620,200,2000000,431.63,35620,1116532,492.428
Multihop 1 gateways,0.8,6105,21393,200,2000000,61.6614,27498,1123441,492.428
LoraWAN 1 gateways,0.8,4292,34171,200,2000000,431.63,38465,201724,492.428
LoraWAN 2 gateways,0.8,23616,38463,200,2000000,431.63,38465,1109952,492.428
LoraWAN 3 gateways,0.8,33047,38463,200,2000000,431.63,38465,1553209,492.428
Multihop 1 gateways,0.9,5629,23684,200,2000000,53.9537,29314,1117049,492.428
LoraWAN 1 gateways,0.9,3460,37495,200,2000000,431.63,40958,162620,492.428
LoraWAN 2 gateways,0.9,12593,40955,200,2000000,431.63,40958,591871,492.428
LoraWAN 3 gateways,0.9,33218,40955,200,2000000,431.63,40958,1561246,492.428
Multihop 1 gateways,1,7063,20665,200,2000000,61.6614,27729,1066665,492.428
LoraWAN 1 gateways,1,3384,39777,200,2000000,431.63,43162,159048,492.428
LoraWAN 2 gateways,1,24915,43161,200,2000000,431.63,43162,1171005,492.428
LoraWAN 3 gateways,1,28613,43161,200,2000000,431.63,43162,1344811,492.428
Multihop 1 gateways,0.1,1057,2872,200,2000000,61.6614,3929,162244,492.428
LoraWAN 1 gateways,0.1,1098,6732,200,2000000,431.63,7830,51606,492.428
LoraWAN 2 gateways,0.1,4858,7830,200,2000000,431.63,7830,228326,492.428
LoraWAN 3 gateways,0.1,7680,7830,200,2000000,431.63,7830,360960,492.428
Multihop 1 gateways,0.2,2128,5025,200,2000000,61.6614,7153,315417,492.428
LoraWAN 1 gateways,0.2,1283,13120,200,2000000,431.63,14403,60301,492.428
LoraWAN 2 gateways,0.2,3078,14403,200,2000000,431.63,14403,144666,492.428
LoraWAN 3 gateways,0.2,10458,14403,200,2000000,431.63,14403,491526,492.428
Multihop 1 gateways,0.3,3247,10440,200,2000000,71.9383,13689,589897,492.428
LoraWAN 1 gateways,0.3,1842,18137,200,2000000,431.63,19979,86574,492.428
LoraWAN 2 gateways,0.3,7453,19979,200,2000000,431.63,19979,350291,492.428
LoraWAN 3 gateways,0.3,12070,19979,200,2000000,431.63,19979,567290,492.428
Multihop 1 gateways,0.4,3301,9238,200,2000000,53.9537,12539,533497,492.428
LoraWAN 1 gateways,0.4,2319,22462,200,2000000,431.63,24781,108993,492.428
LoraWAN 2 gateways,0.4,15757,24781,200,2000000,431.63,24781,740579,492.428
LoraWAN 3 gateways,0.4,21749,24781,200,2000000,431.63,24781,1022203,492.428
Multihop 1 gateways,0.5,4816,14135,200,2000000,71.9383,18951,752893,492.428
LoraWAN 1 gateways,0.5,2897,26053,200,2000000,431.63,28950,136159,492.428
LoraWAN 2 gateways,0.5,18928,28950,200,2000000,431.63,28950,889616,492.428
LoraWAN 3 gateways,0.5,27386,28950,200,2000000,431.63,28950,1287142,492.428
Multihop 1 gateways,0.6,6010,15055,200,2000000,71.9383,21065,904938,492.428
LoraWAN 1 gateways,0.6,3065,29487,200,2000000,431.63,32552,144055,492.428
LoraWAN 2 gateways,0.6,13726,32552,200,2000000,431.63,32552,645122,492.428
LoraWAN 3 gateways,0.6,23199,32552,200,2000000,431.63,32552,1090353,492.428
Multihop 1 gateways,0.7,6613,16675,200,2000000,71.9383,23288,918568,492.428
LoraWAN 1 gateways,0.7,3674,31946,200,2000000,431.63,35620,172678,492.428
LoraWAN 2 gateways,0.7,15059,35620,200,2000000,431.63,35620,707773,492.428
LoraWAN 3 gateways,0.7,29523,35620,200,2000000,431.63,35620,1387581,492.428
Multihop 1 gateways,0.8,7525,18862,200,2000000,71.9383,26387,1084337,492.428
LoraWAN 1 gateways,0.8,3995,34468,200,2000000,431.63,38465,187765,492.428
LoraWAN 2 gateways,0.8,16319,38463,200,2000000,431.63,38465,766993,492.428
LoraWAN 3 gateways,0.8,28001,38463,200,2000000,431.63,38465,1316047,492.428
Multihop 1 gateways,0.9,7568,24140,200,2000000,71.9383,31709,1272243,492.428
LoraWAN 1 gateways,0.9,3847,37108,200,2000000,431.63,40958,180809,492.428
LoraWAN 2 gateways,0.9,22671,40955,200,2000000,431.63,40958,1065537,492.428
LoraWAN 3 gateways,0.9,36601,40955,200,2000000,431.63,40958,1720247,492.428
Multihop 1 gateways,1,6023,17421,200,2000000,47.9589,23445,944042,492.428
LoraWAN 1 gateways,1,3683,39478,200,2000000,431.63,43162,173101,492.428
LoraWAN 2 gateways,1,24684,43161,200,2000000,431.63,43162,1160148,492.428
LoraWAN 3 gateways,1,31226,43161,200,2000000,431.63,43162,1467622,492.428
Multihop 1 gateways,0.1,944,2607,200,2000000,61.6614,3551,134937,492.428
LoraWAN 1 gateways,0.1,750,7080,200,2000000,431.63,7830,35250,492.428
LoraWAN 2 gateways,0.1,4029,7830,200,2000000,431.63,7830,189363,492.428
LoraWAN 3 gateways,0.1,6697,7830,200,2000000,431.63,7830,314759,492.428
Multihop 1 gateways,0.2,2448,5954,200,2000000,71.9383,8402,374402,492.428
LoraWAN 1 gateways,0.2,1491,12912,200,2000000,431.63,14403,70077,492.428
LoraWAN 2 gateways,0.2,3224,14403,200,2000000,431.63,14403,151528,492.428
LoraWAN 3 gateways,0.2,12757,14403,200,2000000,431.63,14403,599579,492.428
Multihop 1 gateways,0.3,2865,8558,200,2000000,61.6614,11423,482596,492.428
LoraWAN 1 gateways,0.3,2539,17440,200,2000000,431.63,19979,119333,492.428
LoraWAN 2 gateways,0.3,5320,19979,200,2000000,431.63,19979,250040,492.428
LoraWAN 3 gateways,0.3,16627,19979,200,2000000,431.63,19979,781469,492.428
Multihop 1 gateways,0.4,4193,10189,200,2000000,71.9383,14383,613679,492.428
LoraWAN 1 gateways,0.4,2530,22251,200,2000000,431.63,24781,118910,492.428
LoraWAN 2 gateways,0.4,7757,24781,200,2000000,431.63,24781,364579,492.428
LoraWAN 3 gateways,0.4,20736,24781,200,2000000,431.63,24781,974592,492.428
Multihop 1 gateways,0.5,4474,12751,200,2000000,61.6614,17225,748992,492.428
LoraWAN 1 gateways,0.5,3451,25499,200,2000000,431.63,28950,162197,492.428
LoraWAN 2 gateways,0.5,8319,28950,200,2000000,431.63,28950,390993,492.428
LoraWAN 3 gateways,0.5,16468,28950,200,2000000,431.63,28950,773996,492.428
Multihop 1 gateways,0.6,5272,18300,200,2000000,71.9383,23572,926699,492.428
LoraWAN 1 gateways,0.6,3663,28889,200,2000000,431.63,32552,172161,492.428
LoraWAN 2 gateways,0.6,18038,32552,200,2000000,431.63,32552,847786,492.428
LoraWAN 3 gateways,0.6,23798,32552,200,2000000,431.63,32552,1118506,492.428
Multihop 1 gateways,0.7,4873,13899,200,2000000,61.6614,18774,750731,492.428
LoraWAN 1 gateways,0.7,3039,32581,200,2000000,431.63,35620,142833,492.428
LoraWAN 2 gateways,0.7,19845,35620,200,2000000,431.63,35620,932715,492.428
LoraWAN 3 gateways,0.7,27088,35620,200,2000000,431.63,35620,1273136,492.428
Multihop 1 gateways,0.8,5848,16945,200,2000000,61.6614,22793,865411,492.428
LoraWAN 1 gateways,0.8,3620,34843,200,2000000,431.63,38465,170140,492.428
LoraWAN 2 gateways,0.8,33226,38463,200,2000000,431.63,38465,1561622,492.428
LoraWAN 3 gateways,0.8,28713,38463,200,2000000,431.63,38465,1349511,492.428
Multihop 1 gateways,0.9,7110,24376,200,2000000,71.9383,31487,1188630,492.428
LoraWAN 1 gateways,0.9,3602,37353,200,2000000,431.63,40958,169294,492.428
LoraWAN 2 gateways,0.9,20213,40955,200,2000000,431.63,40958,950011,492.428
LoraWAN 3 gateways,0.9,21398,40955,200,2000000,431.63,40958,1005706,492.428
Multihop 1 gateways,1,8059,25487,200,2000000,71.9383,33546,1332403,492.428
LoraWAN 1 gateways,1,3441,39720,200,2000000,431.63,43162,161727,492.428
LoraWAN 2 gateways,1,28547,43161,200,2000000,431.63,43162,1341709,492.428
LoraWAN 3 gateways,1,37295,43161,200,2000000,431.63,43162,1752865,492.428
Multihop 1 gateways,0.1,984,2605,200,2000000,53.9537,3589,163043,492.428
LoraWAN 1 gateways,0.1,903,6927,200,2000000,431.63,7830,42441,492.428
LoraWAN 2 gateways,0.1,5329,7830,200,2000000,431.63,7830,250463,492.428
LoraWAN 3 gateways,0.1,6137,7830,200,2000000,431.63,7830,288439,492.428
Multihop 1 gateways,0.2,1868,5166,200,2000000,61.6614,7034,272412,492.428
LoraWAN 1 gateways,0.2,1957,12446,200,2000000,431.63,14403,91979,492.428
LoraWAN 2 gateways,0.2,11206,14403,200,2000000,431.63,14403,526682,492.428
LoraWAN 3 gateways,0.2,12014,14403,200,2000000,431.63,14403,564658,492.428
Multihop 1 gateways,0.3,3551,7557,200,2000000,71.9383,11108,488048,492.428
LoraWAN 1 gateways,0.3,1551,18428,200,2000000,431.63,19979,72897,492.428
LoraWAN 2 gateways,0.3,10914,19979,200,2000000,431.63,19979,512958,492.428
LoraWAN 3 gateways,0.3,15774,19979,200,2000000,431.63,19979,741378,492.428
Multihop 1 gateways,0.4,3788,9423,200,2000000,61.6614,13211,566914,492.428
LoraWAN 1 gateways,0.4,2343,22438,200,2000000,431.63,24781,110121,492.428
LoraWAN 2 gateways,0.4,15360,24781,200,2000000,431.63,24781,721920,492.428
LoraWAN 3 gateways,0.4,19646,24781,200,2000000,431.63,24781,923362,492.428
Multihop 1 gateways,0.5,4436,14093,200,2000000,71.9383,18529,671442,492.428
LoraWAN 1 gateways,0.5,2655,26295,200,2000000,431.63,28950,124785,492.428
LoraWAN 2 gateways,0.5,17859,28950,200,2000000,431.63,28950,839373,492.428
LoraWAN 3 gateways,0.5,17929,28950,200,2000000,431.63,28950,842663,492.428
Multihop 1 gateways,0.6,4284,12960,200,2000000,53.9537,17244,704201,492.428
LoraWAN 1 gateways,0.6,3386,29166,200,2000000,431.63,32552,159142,492.428
LoraWAN 2 gateways,0.6,9879,32552,200,2000000,431.63,32552,464313,492.428
LoraWAN 3 gateways,0.6,13286,32552,200,2000000,431.63,32552,624442,492.428
Multihop 1 gateways,0.7,4651,16417,200,2000000,53.9537,21068,786545,492.428
LoraWAN 1 gateways,0.7,3586,32034,200,2000000,431.63,35620,168542,492.428
LoraWAN 2 gateways,0.7,15169,35620,200,2000000,431.63,35620,712943,492.428
LoraWAN 3 gateways,0.7,28258,35620,200,2000000,431.63,35620,1328126,492.428
Multihop 1 gateways,0.8,6100,17937,200,2000000,61.6614,24038,948695,492.428
LoraWAN 1 gateways,0.8,3565,34898,200,2000000,431.63,38465,167555,492.428
LoraWAN 2 gateways,0.8,18991,38463,200,2000000,431.63,38465,892577,492.428
LoraWAN 3 gateways,0.8,36095,38463,200,2000000,431.63,38465,1696465,492.428
Multihop 1 gateways,0.9,6635,19893,200,2000000,61.6614,26529,1041849,492.428
LoraWAN 1 gateways,0.9,3204,37751,200,2000000,431.63,40958,150588,492.428
LoraWAN 2 gateways,0.9,19481,40955,200,2000000,431.63,40958,915607,492.428
LoraWAN 3 gateways,0.9,25887,40955,200,2000000,431.63,40958,1216689,492.428
Multihop 1 gateways,1,6837,25525,200,2000000,61.6614,32364,1263689,492.428
LoraWAN 1 gateways,1,6343,36818,200,2000000,431.63,43162,298121,492.428
LoraWAN 2 gateways,1,21882,43161,200,2000000,431.63,43162,1028454,492.428
LoraWAN 3 gateways,1,34882,43161,200,2000000,431.63,43162,1639454,492.428
Multihop 1 gateways,0.1,1527,3648,200,2000000,86.326,5175,231475,492.428
LoraWAN 1 gateways,0.1,865,6965,200,2000000,431.63,7830,40655,492.428
LoraWAN 2 gateways,0.1,3880,7830,200,2000000,431.63,7830,182360,492.428
LoraWAN 3 gateways,0.1,5790,7830,200,2000000,431.63,7830,272130,492.428
Multihop 1 gateways,0.2,2176,5345,200,2000000,61.6614,7523,343288,492.428
LoraWAN 1 gateways,0.2,1236,13167,200,2000000,431.63,14403,58092,492.428
LoraWAN 2 gateways,0.2,9708,14403,200,2000000,431.63,14403,456276,492.428
LoraWAN 3 gateways,0.2,9940,14403,200,2000000,431.63,14403,467180,492.428
Multihop 1 gateways,0.3,2644,7630,200,2000000,53.9537,10274,451294,492.428
LoraWAN 1 gateways,0.3,2001,17978,200,2000000,431.63,19979,94047,492.428
LoraWAN 2 gateways,0.3,8837,19979,200,2000000,431.63,19979,415339,492.428
LoraWAN 3 gateways,0.3,18237,19979,200,2000000,431.63,19979,857139,492.428
Multihop 1 gateways,0.4,4204,9963,200,2000000,71.9383,14167,605031,492.428
LoraWAN 1 gateways,0.4,3130,21651,200,2000000,431.63,24781,147110,492.428
LoraWAN 2 gateways,0.4,12643,24781,200,2000000,431.63,24781,594221,492.428
LoraWAN 3 gateways,0.4,17619,24781,200,2000000,431.63,24781,828093,492.428
Multihop 1 gateways,0.5,4343,12107,200,2000000,61.6614,16450,680231,492.428
LoraWAN 1 gateways,0.5,2904,26046,200,2000000,431.63,28950,136488,492.428
LoraWAN 2 gateways,0.5,10030,28950,200,2000000,431.63,28950,471410,492.428
LoraWAN 3 gateways,0.5,23900,28950,200,2000000,431.63,28950,1123300,492.428
Multihop 1 gateways,0.6,4620,11606,200,2000000,53.9537,16226,686952,492.428
LoraWAN 1 gateways,0.6,3843,28709,200,2000000,431.63,32552,180621,492.428
LoraWAN 2 gateways,0.6,9956,32552,200,2000000,431.63,32552,467932,492.428
LoraWAN 3 gateways,0.6,29071,32552,200,2000000,431.63,32552,1366337,492.428
Multihop 1 gateways,0.7,6218,18378,200,2000000,71.9383,24597,1004202,492.428
LoraWAN 1 gateways,0.7,2668,32952,200,2000000,431.63,35620,125396,492.428
LoraWAN 2 gateways,0.7,10261,35620,200,2000000,431.63,35620,482267,492.428
LoraWAN 3 gateways,0.7,25791,35620,200,2000000,431.63,35620,1212177,492.428
Multihop 1 gateways,0.8,3860,17799,200,2000000,47.9589,21660,687610,492.428
LoraWAN 1 gateways,0.8,3418,35045,200,2000000,431.63,38465,160646,492.428
LoraWAN 2 gateways,0.8,24704,38463,200,2000000,431.63,38465,1161088,492.428
LoraWAN 3 gateways,0.8,28713,38463,200,2000000,431.63,38465,1349511,492.428
Multihop 1 gateways,0.9,7170,17269,200,2000000,61.6614,24440,1001382,492.428
LoraWAN 1 gateways,0.9,3643,37312,200,2000000,431.63,40958,171221,492.428
LoraWAN 2 gateways,0.9,16696,40955,200,2000000,431.63,40958,784712,492.428
LoraWAN 3 gateways,0.9,35165,40955,200,2000000,431.63,40958,1652755,492.428
Multihop 1 gateways,1,7553,20574,200,2000000,61.6614,28129,1150184,492.428
LoraWAN 1 gateways,1,4902,38259,200,2000000,431.63,43162,230394,492.428
LoraWAN 2 gateways,1,25269,43161,200,2000000,431.63,43162,1187643,492.428
LoraWAN 3 gateways,1,38418,43161,200,2000000,431.63,43162,1805646,492.428
Multihop 1 gateways,0.1,988,3090,200,2000000,53.9537,4078,187718,492.428
LoraWAN 1 gateways,0.1,618,7212,200,2000000,431.63,7830,29046,492.428
LoraWAN 2 gateways,0.1,2822,7830,200,2000000,431.63,7830,132634,492.428
LoraWAN 3 gateways,0.1,7045,7830,200,2000000,431.63,7830,331115,492.428
Multihop 1 gateways,0.2,2140,5431,200,2000000,61.6614,7571,336191,492.428
LoraWAN 1 gateways,0.2,1619,12784,200,2000000,431.63,14403,76093,492.428
LoraWAN 2 gateways,0.2,8871,14403,200,2000000,431.63,14403,416937,492.428
LoraWAN 3 gateways,0.2,9243,14403,200,2000000,431.63,14403,434421,492.428
Multihop 1 gateways,0.3,3032,7778,200,2000000,61.6614,10810,482408,492.428
LoraWAN 1 gateways,0.3,1457,18522,200,2000000,431.63,19979,68479,492.428
LoraWAN 2 gateways,0.3,14340,19979,200,2000000,431.63,19979,673980,492.428
